row_id,artist_id,genre_id,style_id,artist,genre,style,stratify_key
3650,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
3493,7,2,23,gustave-dore,genre_painting,Romanticism,combo::gustave-dore||genre_painting||Romanticism
52750,42,4,12,alfred-sisley,landscape,Impressionism,combo::alfred-sisley||landscape||Impressionism
26206,123,5,24,james-mcneill-whistler,nude_painting,Symbolism,combo::james-mcneill-whistler||nude_painting||Symbolism
24936,50,2,24,jacek-malczewski,genre_painting,Symbolism,combo::jacek-malczewski||genre_painting||Symbolism
48801,48,4,21,isaac-levitan,landscape,Realism,combo::isaac-levitan||landscape||Realism
15618,12,6,15,marc-chagall,portrait,Naive_Art_Primitivism,combo::marc-chagall||portrait||Naive_Art_Primitivism
61795,79,9,21,edouard-manet,still_life,Realism,combo::edouard-manet||still_life||Realism
52465,105,6,21,ivan-kramskoy,portrait,Realism,combo::ivan-kramskoy||portrait||Realism
16539,14,1,3,nicholas-roerich,cityscape,Art_Nouveau,combo::nicholas-roerich||cityscape||Art_Nouveau
54005,98,2,9,ernst-ludwig-kirchner,genre_painting,Expressionism,combo::ernst-ludwig-kirchner||genre_painting||Expressionism
58732,37,4,10,henri-matisse,landscape,Fauvism,combo::henri-matisse||landscape||Fauvism
23918,56,4,21,vasily-polenov,landscape,Realism,combo::vasily-polenov||landscape||Realism
10188,22,8,21,vincent-van-gogh,sketch_and_study,Realism,combo::vincent-van-gogh||sketch_and_study||Realism
17664,20,6,4,rembrandt,portrait,Baroque,combo::rembrandt||portrait||Baroque
25382,44,4,20,gustave-loiseau,landscape,Post_Impressionism,combo::gustave-loiseau||landscape||Post_Impressionism
52477,54,2,15,niko-pirosmani,genre_painting,Naive_Art_Primitivism,combo::niko-pirosmani||genre_painting||Naive_Art_Primitivism
32558,30,1,20,paul-gauguin,cityscape,Post_Impressionism,combo::paul-gauguin||cityscape||Post_Impressionism
7023,15,5,20,pablo-picasso,nude_painting,Post_Impressionism,combo::pablo-picasso||nude_painting||Post_Impressionism
44577,44,1,20,gustave-loiseau,cityscape,Post_Impressionism,combo::gustave-loiseau||cityscape||Post_Impressionism
42902,120,4,21,m.c.-escher,landscape,Realism,combo::m.c.-escher||landscape||Realism
13678,4,2,12,claude-monet,genre_painting,Impressionism,combo::claude-monet||genre_painting||Impressionism
9278,15,5,7,pablo-picasso,nude_painting,Cubism,combo::pablo-picasso||nude_painting||Cubism
14286,22,6,21,vincent-van-gogh,portrait,Realism,combo::vincent-van-gogh||portrait||Realism
46430,73,1,20,david-burliuk,cityscape,Post_Impressionism,combo::david-burliuk||cityscape||Post_Impressionism
6500,2,2,12,camille-pissarro,genre_painting,Impressionism,combo::camille-pissarro||genre_painting||Impressionism
1076,14,4,24,nicholas-roerich,landscape,Symbolism,combo::nicholas-roerich||landscape||Symbolism
30149,102,8,21,aleksey-savrasov,sketch_and_study,Realism,combo::aleksey-savrasov||sketch_and_study||Realism
17480,17,6,12,pierre-auguste-renoir,portrait,Impressionism,combo::pierre-auguste-renoir||portrait||Impressionism
58814,32,4,9,egon-schiele,landscape,Expressionism,combo::egon-schiele||landscape||Expressionism
3617,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
36011,55,7,21,james-tissot,religious_painting,Realism,combo::james-tissot||religious_painting||Realism
54528,73,2,15,david-burliuk,genre_painting,Naive_Art_Primitivism,combo::david-burliuk||genre_painting||Naive_Art_Primitivism
8344,14,10,3,nicholas-roerich,Unknown Genre,Art_Nouveau,combo::nicholas-roerich||Unknown Genre||Art_Nouveau
2311,14,4,24,nicholas-roerich,landscape,Symbolism,combo::nicholas-roerich||landscape||Symbolism
25768,33,2,21,thomas-eakins,genre_painting,Realism,combo::thomas-eakins||genre_painting||Realism
14590,22,6,20,vincent-van-gogh,portrait,Post_Impressionism,combo::vincent-van-gogh||portrait||Post_Impressionism
11244,2,2,12,camille-pissarro,genre_painting,Impressionism,combo::camille-pissarro||genre_painting||Impressionism
46666,83,6,22,joshua-reynolds,portrait,Rococo,combo::joshua-reynolds||portrait||Rococo
21307,59,9,20,pierre-bonnard,still_life,Post_Impressionism,combo::pierre-bonnard||still_life||Post_Impressionism
39623,100,5,23,orest-kiprensky,nude_painting,Romanticism,combo::orest-kiprensky||nude_painting||Romanticism
43715,57,6,21,valentin-serov,portrait,Realism,combo::valentin-serov||portrait||Realism
31257,79,6,21,edouard-manet,portrait,Realism,combo::edouard-manet||portrait||Realism
25060,48,4,21,isaac-levitan,landscape,Realism,combo::isaac-levitan||landscape||Realism
36642,82,7,13,paolo-veronese,religious_painting,Mannerism_Late_Renaissance,combo::paolo-veronese||religious_painting||Mannerism_Late_Renaissance
9574,3,10,12,childe-hassam,Unknown Genre,Impressionism,combo::childe-hassam||Unknown Genre||Impressionism
33531,50,6,3,jacek-malczewski,portrait,Art_Nouveau,combo::jacek-malczewski||portrait||Art_Nouveau
31619,49,8,12,joaquã­n-sorolla,sketch_and_study,Impressionism,combo::joaquã­n-sorolla||sketch_and_study||Impressionism
32260,124,6,23,karl-bryullov,portrait,Romanticism,combo::karl-bryullov||portrait||Romanticism
13915,6,2,12,eugene-boudin,genre_painting,Impressionism,combo::eugene-boudin||genre_painting||Impressionism
58356,75,1,12,konstantin-korovin,cityscape,Impressionism,combo::konstantin-korovin||cityscape||Impressionism
12765,14,8,3,nicholas-roerich,sketch_and_study,Art_Nouveau,combo::nicholas-roerich||sketch_and_study||Art_Nouveau
16526,14,6,21,nicholas-roerich,portrait,Realism,combo::nicholas-roerich||portrait||Realism
40707,114,6,4,anthony-van-dyck,portrait,Baroque,combo::anthony-van-dyck||portrait||Baroque
65618,106,6,26,utagawa-kuniyoshi,portrait,Ukiyo_e,combo::utagawa-kuniyoshi||portrait||Ukiyo_e
37342,115,2,20,raoul-dufy,genre_painting,Post_Impressionism,combo::raoul-dufy||genre_painting||Post_Impressionism
16933,1,8,21,boris-kustodiev,sketch_and_study,Realism,combo::boris-kustodiev||sketch_and_study||Realism
40486,85,4,12,gustave-caillebotte,landscape,Impressionism,combo::gustave-caillebotte||landscape||Impressionism
10688,11,6,12,john-singer-sargent,portrait,Impressionism,combo::john-singer-sargent||portrait||Impressionism
6727,13,2,9,martiros-saryan,genre_painting,Expressionism,combo::martiros-saryan||genre_painting||Expressionism
60622,108,4,23,william-turner,landscape,Romanticism,combo::william-turner||landscape||Romanticism
22258,70,4,12,john-henry-twachtman,landscape,Impressionism,combo::john-henry-twachtman||landscape||Impressionism
55932,67,7,13,tintoretto,religious_painting,Mannerism_Late_Renaissance,combo::tintoretto||religious_painting||Mannerism_Late_Renaissance
62008,92,8,21,vasily-surikov,sketch_and_study,Realism,combo::vasily-surikov||sketch_and_study||Realism
10998,12,2,15,marc-chagall,genre_painting,Naive_Art_Primitivism,combo::marc-chagall||genre_painting||Naive_Art_Primitivism
64107,116,6,4,frans-hals,portrait,Baroque,combo::frans-hals||portrait||Baroque
17360,17,9,12,pierre-auguste-renoir,still_life,Impressionism,combo::pierre-auguste-renoir||still_life||Impressionism
9830,15,2,20,pablo-picasso,genre_painting,Post_Impressionism,combo::pablo-picasso||genre_painting||Post_Impressionism
2649,21,6,20,salvador-dali,portrait,Post_Impressionism,combo::salvador-dali||portrait||Post_Impressionism
15027,2,2,12,camille-pissarro,genre_painting,Impressionism,combo::camille-pissarro||genre_painting||Impressionism
37673,69,7,11,raphael,religious_painting,High_Renaissance,combo::raphael||religious_painting||High_Renaissance
58154,41,1,24,mstislav-dobuzhinsky,cityscape,Symbolism,combo::mstislav-dobuzhinsky||cityscape||Symbolism
64441,43,6,12,mary-cassatt,portrait,Impressionism,combo::mary-cassatt||portrait||Impressionism
14111,9,10,23,ivan-aivazovsky,Unknown Genre,Romanticism,combo::ivan-aivazovsky||Unknown Genre||Romanticism
13075,4,2,12,claude-monet,genre_painting,Impressionism,combo::claude-monet||genre_painting||Impressionism
65886,104,6,9,amedeo-modigliani,portrait,Expressionism,combo::amedeo-modigliani||portrait||Expressionism
6448,18,5,7,pyotr-konchalovsky,nude_painting,Cubism,style_artist::Cubism||pyotr-konchalovsky
40909,103,6,17,hans-memling,portrait,Northern_Renaissance,combo::hans-memling||portrait||Northern_Renaissance
5429,16,8,20,paul-cezanne,sketch_and_study,Post_Impressionism,combo::paul-cezanne||sketch_and_study||Post_Impressionism
2601,22,2,21,vincent-van-gogh,genre_painting,Realism,combo::vincent-van-gogh||genre_painting||Realism
5389,20,7,4,rembrandt,religious_painting,Baroque,combo::rembrandt||religious_painting||Baroque
3808,19,2,3,raphael-kirchner,genre_painting,Art_Nouveau,combo::raphael-kirchner||genre_painting||Art_Nouveau
8995,19,2,3,raphael-kirchner,genre_painting,Art_Nouveau,combo::raphael-kirchner||genre_painting||Art_Nouveau
2012,25,6,17,albrecht-durer,portrait,Northern_Renaissance,combo::albrecht-durer||portrait||Northern_Renaissance
24526,114,6,4,anthony-van-dyck,portrait,Baroque,combo::anthony-van-dyck||portrait||Baroque
2743,22,4,20,vincent-van-gogh,landscape,Post_Impressionism,combo::vincent-van-gogh||landscape||Post_Impressionism
24234,98,5,9,ernst-ludwig-kirchner,nude_painting,Expressionism,combo::ernst-ludwig-kirchner||nude_painting||Expressionism
43658,91,9,9,georges-braque,still_life,Expressionism,combo::georges-braque||still_life||Expressionism
54613,98,2,9,ernst-ludwig-kirchner,genre_painting,Expressionism,combo::ernst-ludwig-kirchner||genre_painting||Expressionism
11353,8,6,21,ilya-repin,portrait,Realism,combo::ilya-repin||portrait||Realism
1178,9,10,23,ivan-aivazovsky,Unknown Genre,Romanticism,combo::ivan-aivazovsky||Unknown Genre||Romanticism
1445,1,6,21,boris-kustodiev,portrait,Realism,combo::boris-kustodiev||portrait||Realism
13757,3,4,12,childe-hassam,landscape,Impressionism,combo::childe-hassam||landscape||Impressionism
48480,106,6,26,utagawa-kuniyoshi,portrait,Ukiyo_e,combo::utagawa-kuniyoshi||portrait||Ukiyo_e
18766,18,4,21,pyotr-konchalovsky,landscape,Realism,combo::pyotr-konchalovsky||landscape||Realism
3276,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
1803,25,8,17,albrecht-durer,sketch_and_study,Northern_Renaissance,combo::albrecht-durer||sketch_and_study||Northern_Renaissance
7155,3,5,12,childe-hassam,nude_painting,Impressionism,combo::childe-hassam||nude_painting||Impressionism
42870,30,6,12,paul-gauguin,portrait,Impressionism,combo::paul-gauguin||portrait||Impressionism
61744,32,9,3,egon-schiele,still_life,Art_Nouveau,style_artist::Art_Nouveau||egon-schiele
31030,46,4,12,zinaida-serebriakova,landscape,Impressionism,combo::zinaida-serebriakova||landscape||Impressionism
19688,54,2,15,niko-pirosmani,genre_painting,Naive_Art_Primitivism,combo::niko-pirosmani||genre_painting||Naive_Art_Primitivism
49706,76,7,3,ivan-bilibin,religious_painting,Art_Nouveau,combo::ivan-bilibin||religious_painting||Art_Nouveau
14070,6,1,12,eugene-boudin,cityscape,Impressionism,combo::eugene-boudin||cityscape||Impressionism
55969,77,7,11,titian,religious_painting,High_Renaissance,combo::titian||religious_painting||High_Renaissance
4033,3,2,12,childe-hassam,genre_painting,Impressionism,combo::childe-hassam||genre_painting||Impressionism
20210,109,5,12,theo-van-rysselberghe,nude_painting,Impressionism,combo::theo-van-rysselberghe||nude_painting||Impressionism
46216,73,6,20,david-burliuk,portrait,Post_Impressionism,combo::david-burliuk||portrait||Post_Impressionism
65478,31,6,23,konstantin-makovsky,portrait,Romanticism,combo::konstantin-makovsky||portrait||Romanticism
12194,10,4,21,ivan-shishkin,landscape,Realism,combo::ivan-shishkin||landscape||Realism
14985,2,1,12,camille-pissarro,cityscape,Impressionism,combo::camille-pissarro||cityscape||Impressionism
5055,11,2,21,john-singer-sargent,genre_painting,Realism,combo::john-singer-sargent||genre_painting||Realism
57864,41,1,24,mstislav-dobuzhinsky,cityscape,Symbolism,combo::mstislav-dobuzhinsky||cityscape||Symbolism
22005,82,7,13,paolo-veronese,religious_painting,Mannerism_Late_Renaissance,combo::paolo-veronese||religious_painting||Mannerism_Late_Renaissance
63993,71,6,20,henri-de-toulouse-lautrec,portrait,Post_Impressionism,combo::henri-de-toulouse-lautrec||portrait||Post_Impressionism
60909,56,4,21,vasily-polenov,landscape,Realism,combo::vasily-polenov||landscape||Realism
3587,17,4,12,pierre-auguste-renoir,landscape,Impressionism,combo::pierre-auguste-renoir||landscape||Impressionism
9609,18,2,20,pyotr-konchalovsky,genre_painting,Post_Impressionism,combo::pyotr-konchalovsky||genre_painting||Post_Impressionism
15199,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
18369,5,2,12,edgar-degas,genre_painting,Impressionism,combo::edgar-degas||genre_painting||Impressionism
962,5,2,12,edgar-degas,genre_painting,Impressionism,combo::edgar-degas||genre_painting||Impressionism
60951,107,4,21,gustave-courbet,landscape,Realism,combo::gustave-courbet||landscape||Realism
10869,14,8,24,nicholas-roerich,sketch_and_study,Symbolism,combo::nicholas-roerich||sketch_and_study||Symbolism
42480,88,2,23,dante-gabriel-rossetti,genre_painting,Romanticism,combo::dante-gabriel-rossetti||genre_painting||Romanticism
44858,107,4,21,gustave-courbet,landscape,Realism,combo::gustave-courbet||landscape||Realism
18595,18,8,20,pyotr-konchalovsky,sketch_and_study,Post_Impressionism,combo::pyotr-konchalovsky||sketch_and_study||Post_Impressionism
13641,4,4,12,claude-monet,landscape,Impressionism,combo::claude-monet||landscape||Impressionism
4390,2,1,12,camille-pissarro,cityscape,Impressionism,combo::camille-pissarro||cityscape||Impressionism
10243,11,6,21,john-singer-sargent,portrait,Realism,combo::john-singer-sargent||portrait||Realism
33041,110,4,23,joseph-wright,landscape,Romanticism,combo::joseph-wright||landscape||Romanticism
9086,6,4,12,eugene-boudin,landscape,Impressionism,combo::eugene-boudin||landscape||Impressionism
9948,1,1,21,boris-kustodiev,cityscape,Realism,combo::boris-kustodiev||cityscape||Realism
44032,89,6,3,felix-vallotton,portrait,Art_Nouveau,combo::felix-vallotton||portrait||Art_Nouveau
65652,109,6,12,theo-van-rysselberghe,portrait,Impressionism,combo::theo-van-rysselberghe||portrait||Impressionism
1759,1,2,3,boris-kustodiev,genre_painting,Art_Nouveau,combo::boris-kustodiev||genre_painting||Art_Nouveau
13958,6,2,12,eugene-boudin,genre_painting,Impressionism,combo::eugene-boudin||genre_painting||Impressionism
41254,84,6,24,kuzma-petrov-vodkin,portrait,Symbolism,combo::kuzma-petrov-vodkin||portrait||Symbolism
10792,15,2,9,pablo-picasso,genre_painting,Expressionism,combo::pablo-picasso||genre_painting||Expressionism
46655,126,4,22,thomas-gainsborough,landscape,Rococo,combo::thomas-gainsborough||landscape||Rococo
3631,14,8,24,nicholas-roerich,sketch_and_study,Symbolism,combo::nicholas-roerich||sketch_and_study||Symbolism
7998,4,10,12,claude-monet,Unknown Genre,Impressionism,combo::claude-monet||Unknown Genre||Impressionism
5948,21,10,20,salvador-dali,Unknown Genre,Post_Impressionism,combo::salvador-dali||Unknown Genre||Post_Impressionism
41113,117,6,17,hans-holbein-the-younger,portrait,Northern_Renaissance,combo::hans-holbein-the-younger||portrait||Northern_Renaissance
38618,37,9,20,henri-matisse,still_life,Post_Impressionism,combo::henri-matisse||still_life||Post_Impressionism
26070,48,4,21,isaac-levitan,landscape,Realism,combo::isaac-levitan||landscape||Realism
63622,28,6,7,juan-gris,portrait,Cubism,combo::juan-gris||portrait||Cubism
9368,9,10,23,ivan-aivazovsky,Unknown Genre,Romanticism,combo::ivan-aivazovsky||Unknown Genre||Romanticism
4580,18,10,20,pyotr-konchalovsky,Unknown Genre,Post_Impressionism,combo::pyotr-konchalovsky||Unknown Genre||Post_Impressionism
26599,88,8,23,dante-gabriel-rossetti,sketch_and_study,Romanticism,combo::dante-gabriel-rossetti||sketch_and_study||Romanticism
4538,17,9,12,pierre-auguste-renoir,still_life,Impressionism,combo::pierre-auguste-renoir||still_life||Impressionism
1259,12,10,15,marc-chagall,Unknown Genre,Naive_Art_Primitivism,combo::marc-chagall||Unknown Genre||Naive_Art_Primitivism
14720,22,4,20,vincent-van-gogh,landscape,Post_Impressionism,combo::vincent-van-gogh||landscape||Post_Impressionism
9059,21,9,21,salvador-dali,still_life,Realism,combo::salvador-dali||still_life||Realism
14831,2,2,12,camille-pissarro,genre_painting,Impressionism,combo::camille-pissarro||genre_painting||Impressionism
23198,103,7,17,hans-memling,religious_painting,Northern_Renaissance,combo::hans-memling||religious_painting||Northern_Renaissance
26531,113,8,23,viktor-vasnetsov,sketch_and_study,Romanticism,combo::viktor-vasnetsov||sketch_and_study||Romanticism
46215,75,4,12,konstantin-korovin,landscape,Impressionism,combo::konstantin-korovin||landscape||Impressionism
54841,88,2,23,dante-gabriel-rossetti,genre_painting,Romanticism,combo::dante-gabriel-rossetti||genre_painting||Romanticism
43236,114,6,4,anthony-van-dyck,portrait,Baroque,combo::anthony-van-dyck||portrait||Baroque
66732,27,0,0,sam-francis,abstract_painting,Abstract_Expressionism,combo::sam-francis||abstract_painting||Abstract_Expressionism
4866,22,8,20,vincent-van-gogh,sketch_and_study,Post_Impressionism,combo::vincent-van-gogh||sketch_and_study||Post_Impressionism
52933,65,8,21,vasily-perov,sketch_and_study,Realism,combo::vasily-perov||sketch_and_study||Realism
20616,24,6,11,leonardo-da-vinci,portrait,High_Renaissance,combo::leonardo-da-vinci||portrait||High_Renaissance
18083,25,7,17,albrecht-durer,religious_painting,Northern_Renaissance,combo::albrecht-durer||religious_painting||Northern_Renaissance
59603,42,4,12,alfred-sisley,landscape,Impressionism,combo::alfred-sisley||landscape||Impressionism
46191,101,2,12,william-merritt-chase,genre_painting,Impressionism,combo::william-merritt-chase||genre_painting||Impressionism
54807,74,2,21,camille-corot,genre_painting,Realism,combo::camille-corot||genre_painting||Realism
32137,95,8,26,katsushika-hokusai,sketch_and_study,Ukiyo_e,combo::katsushika-hokusai||sketch_and_study||Ukiyo_e
10219,15,6,9,pablo-picasso,portrait,Expressionism,combo::pablo-picasso||portrait||Expressionism
60718,48,4,21,isaac-levitan,landscape,Realism,combo::isaac-levitan||landscape||Realism
17427,17,5,12,pierre-auguste-renoir,nude_painting,Impressionism,combo::pierre-auguste-renoir||nude_painting||Impressionism
66927,68,0,5,gene-davis,abstract_painting,Color_Field_Painting,combo::gene-davis||abstract_painting||Color_Field_Painting
23847,50,6,3,jacek-malczewski,portrait,Art_Nouveau,combo::jacek-malczewski||portrait||Art_Nouveau
60093,97,4,21,vasily-vereshchagin,landscape,Realism,combo::vasily-vereshchagin||landscape||Realism
40078,67,6,13,tintoretto,portrait,Mannerism_Late_Renaissance,combo::tintoretto||portrait||Mannerism_Late_Renaissance
59253,42,4,12,alfred-sisley,landscape,Impressionism,combo::alfred-sisley||landscape||Impressionism
23795,69,7,11,raphael,religious_painting,High_Renaissance,combo::raphael||religious_painting||High_Renaissance
16637,14,4,24,nicholas-roerich,landscape,Symbolism,combo::nicholas-roerich||landscape||Symbolism
10269,22,4,20,vincent-van-gogh,landscape,Post_Impressionism,combo::vincent-van-gogh||landscape||Post_Impressionism
7898,21,7,7,salvador-dali,religious_painting,Cubism,style_artist::Cubism||salvador-dali
14408,22,8,21,vincent-van-gogh,sketch_and_study,Realism,combo::vincent-van-gogh||sketch_and_study||Realism
36610,69,8,11,raphael,sketch_and_study,High_Renaissance,combo::raphael||sketch_and_study||High_Renaissance
14476,22,8,21,vincent-van-gogh,sketch_and_study,Realism,combo::vincent-van-gogh||sketch_and_study||Realism
9901,17,6,12,pierre-auguste-renoir,portrait,Impressionism,combo::pierre-auguste-renoir||portrait||Impressionism
62426,73,8,15,david-burliuk,sketch_and_study,Naive_Art_Primitivism,style_artist::Naive_Art_Primitivism||david-burliuk
30861,49,2,12,joaquã­n-sorolla,genre_painting,Impressionism,combo::joaquã­n-sorolla||genre_painting||Impressionism
2099,8,2,21,ilya-repin,genre_painting,Realism,combo::ilya-repin||genre_painting||Realism
193,20,10,4,rembrandt,Unknown Genre,Baroque,combo::rembrandt||Unknown Genre||Baroque
274,22,8,21,vincent-van-gogh,sketch_and_study,Realism,combo::vincent-van-gogh||sketch_and_study||Realism
8649,8,6,21,ilya-repin,portrait,Realism,combo::ilya-repin||portrait||Realism
21883,49,2,12,joaquã­n-sorolla,genre_painting,Impressionism,combo::joaquã­n-sorolla||genre_painting||Impressionism
983,18,4,21,pyotr-konchalovsky,landscape,Realism,combo::pyotr-konchalovsky||landscape||Realism
1748,4,4,12,claude-monet,landscape,Impressionism,combo::claude-monet||landscape||Impressionism
26554,33,6,21,thomas-eakins,portrait,Realism,combo::thomas-eakins||portrait||Realism
44233,42,1,12,alfred-sisley,cityscape,Impressionism,combo::alfred-sisley||cityscape||Impressionism
7025,17,6,12,pierre-auguste-renoir,portrait,Impressionism,combo::pierre-auguste-renoir||portrait||Impressionism
43820,36,2,9,edvard-munch,genre_painting,Expressionism,combo::edvard-munch||genre_painting||Expressionism
24944,86,6,9,lucian-freud,portrait,Expressionism,combo::lucian-freud||portrait||Expressionism
13440,4,4,12,claude-monet,landscape,Impressionism,combo::claude-monet||landscape||Impressionism
53992,94,2,24,konstantin-somov,genre_painting,Symbolism,combo::konstantin-somov||genre_painting||Symbolism
41344,107,1,21,gustave-courbet,cityscape,Realism,style_artist::Realism||gustave-courbet
2681,20,10,4,rembrandt,Unknown Genre,Baroque,combo::rembrandt||Unknown Genre||Baroque
30530,77,7,13,titian,religious_painting,Mannerism_Late_Renaissance,combo::titian||religious_painting||Mannerism_Late_Renaissance
5509,3,4,12,childe-hassam,landscape,Impressionism,combo::childe-hassam||landscape||Impressionism
11649,22,8,20,vincent-van-gogh,sketch_and_study,Post_Impressionism,combo::vincent-van-gogh||sketch_and_study||Post_Impressionism
10411,9,4,23,ivan-aivazovsky,landscape,Romanticism,combo::ivan-aivazovsky||landscape||Romanticism
17451,17,4,12,pierre-auguste-renoir,landscape,Impressionism,combo::pierre-auguste-renoir||landscape||Impressionism
64115,49,6,12,joaquã­n-sorolla,portrait,Impressionism,combo::joaquã­n-sorolla||portrait||Impressionism
21785,80,6,4,peter-paul-rubens,portrait,Baroque,combo::peter-paul-rubens||portrait||Baroque
35398,81,3,3,aubrey-beardsley,illustration,Art_Nouveau,combo::aubrey-beardsley||illustration||Art_Nouveau
12666,11,6,21,john-singer-sargent,portrait,Realism,combo::john-singer-sargent||portrait||Realism
792,3,9,12,childe-hassam,still_life,Impressionism,combo::childe-hassam||still_life||Impressionism
27690,86,6,9,lucian-freud,portrait,Expressionism,combo::lucian-freud||portrait||Expressionism
31968,71,2,20,henri-de-toulouse-lautrec,genre_painting,Post_Impressionism,combo::henri-de-toulouse-lautrec||genre_painting||Post_Impressionism
32632,60,6,21,ferdinand-hodler,portrait,Realism,combo::ferdinand-hodler||portrait||Realism
11125,18,9,7,pyotr-konchalovsky,still_life,Cubism,combo::pyotr-konchalovsky||still_life||Cubism
10241,17,10,21,pierre-auguste-renoir,Unknown Genre,Realism,style_artist::Realism||pierre-auguste-renoir
54288,49,2,12,joaquã­n-sorolla,genre_painting,Impressionism,combo::joaquã­n-sorolla||genre_painting||Impressionism
42301,73,1,20,david-burliuk,cityscape,Post_Impressionism,combo::david-burliuk||cityscape||Post_Impressionism
43852,125,7,4,jacob-jordaens,religious_painting,Baroque,combo::jacob-jordaens||religious_painting||Baroque
11295,10,4,21,ivan-shishkin,landscape,Realism,combo::ivan-shishkin||landscape||Realism
37913,74,6,21,camille-corot,portrait,Realism,combo::camille-corot||portrait||Realism
14497,22,8,21,vincent-van-gogh,sketch_and_study,Realism,combo::vincent-van-gogh||sketch_and_study||Realism
10931,17,5,12,pierre-auguste-renoir,nude_painting,Impressionism,combo::pierre-auguste-renoir||nude_painting||Impressionism
12303,18,1,20,pyotr-konchalovsky,cityscape,Post_Impressionism,combo::pyotr-konchalovsky||cityscape||Post_Impressionism
1090,6,10,12,eugene-boudin,Unknown Genre,Impressionism,combo::eugene-boudin||Unknown Genre||Impressionism
19365,26,1,20,edouard-cortes,cityscape,Post_Impressionism,combo::edouard-cortes||cityscape||Post_Impressionism
16040,11,9,12,john-singer-sargent,still_life,Impressionism,style_artist::Impressionism||john-singer-sargent
38499,57,6,12,valentin-serov,portrait,Impressionism,combo::valentin-serov||portrait||Impressionism
25926,86,6,9,lucian-freud,portrait,Expressionism,combo::lucian-freud||portrait||Expressionism
60663,94,4,24,konstantin-somov,landscape,Symbolism,combo::konstantin-somov||landscape||Symbolism
4206,13,2,15,martiros-saryan,genre_painting,Naive_Art_Primitivism,style_artist::Naive_Art_Primitivism||martiros-saryan
41786,104,5,9,amedeo-modigliani,nude_painting,Expressionism,combo::amedeo-modigliani||nude_painting||Expressionism
10892,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
20426,42,4,12,alfred-sisley,landscape,Impressionism,combo::alfred-sisley||landscape||Impressionism
36625,83,6,22,joshua-reynolds,portrait,Rococo,combo::joshua-reynolds||portrait||Rococo
5096,9,10,23,ivan-aivazovsky,Unknown Genre,Romanticism,combo::ivan-aivazovsky||Unknown Genre||Romanticism
48222,26,1,20,edouard-cortes,cityscape,Post_Impressionism,combo::edouard-cortes||cityscape||Post_Impressionism
56228,23,7,17,hieronymus-bosch,religious_painting,Northern_Renaissance,combo::hieronymus-bosch||religious_painting||Northern_Renaissance
57468,98,5,9,ernst-ludwig-kirchner,nude_painting,Expressionism,combo::ernst-ludwig-kirchner||nude_painting||Expressionism
56833,23,7,17,hieronymus-bosch,religious_painting,Northern_Renaissance,combo::hieronymus-bosch||religious_painting||Northern_Renaissance
48656,74,4,21,camille-corot,landscape,Realism,combo::camille-corot||landscape||Realism
57789,44,1,20,gustave-loiseau,cityscape,Post_Impressionism,combo::gustave-loiseau||cityscape||Post_Impressionism
13409,4,4,12,claude-monet,landscape,Impressionism,combo::claude-monet||landscape||Impressionism
18051,25,2,17,albrecht-durer,genre_painting,Northern_Renaissance,combo::albrecht-durer||genre_painting||Northern_Renaissance
21273,59,4,20,pierre-bonnard,landscape,Post_Impressionism,combo::pierre-bonnard||landscape||Post_Impressionism
25492,27,0,0,sam-francis,abstract_painting,Abstract_Expressionism,combo::sam-francis||abstract_painting||Abstract_Expressionism
13867,3,4,12,childe-hassam,landscape,Impressionism,combo::childe-hassam||landscape||Impressionism
10300,9,4,23,ivan-aivazovsky,landscape,Romanticism,combo::ivan-aivazovsky||landscape||Romanticism
47502,126,2,22,thomas-gainsborough,genre_painting,Rococo,combo::thomas-gainsborough||genre_painting||Rococo
65824,46,6,9,zinaida-serebriakova,portrait,Expressionism,combo::zinaida-serebriakova||portrait||Expressionism
48551,49,2,12,joaquã­n-sorolla,genre_painting,Impressionism,combo::joaquã­n-sorolla||genre_painting||Impressionism
17724,20,7,4,rembrandt,religious_painting,Baroque,combo::rembrandt||religious_painting||Baroque
25297,77,6,11,titian,portrait,High_Renaissance,combo::titian||portrait||High_Renaissance
38065,29,7,17,lucas-cranach-the-elder,religious_painting,Northern_Renaissance,combo::lucas-cranach-the-elder||religious_painting||Northern_Renaissance
42290,71,6,3,henri-de-toulouse-lautrec,portrait,Art_Nouveau,combo::henri-de-toulouse-lautrec||portrait||Art_Nouveau
15601,21,10,20,salvador-dali,Unknown Genre,Post_Impressionism,combo::salvador-dali||Unknown Genre||Post_Impressionism
31629,26,1,20,edouard-cortes,cityscape,Post_Impressionism,combo::edouard-cortes||cityscape||Post_Impressionism
46777,42,4,12,alfred-sisley,landscape,Impressionism,combo::alfred-sisley||landscape||Impressionism
15015,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
